TROCA DE TURNO 2026;;;;META  + ACUMULADO;SEP. TURNO A;SEP. TURNO B;SEP. TURNO C;SEP. TURNO D;FAT GM;FAT FM;FAT TRANSF.;FAT CACAU;FAT FOB;FAT GRANEL
;;;;1053423,99;2685420,144;2301731,58;103,835,00;11648187,41;37.991,03;82.732,00;0,00;1.750,50;0,00;26.150,00
;;;;;;;;;;;;;;
;;;;EQUIPAMENTO PARADO;;NF COM ERRO;CARRO EMBARCADO;;SEP GM;SEP FM;SEP TRANSF.;SEP CACAU;SEP FOB;
;;;;;;;;;43.796,62;82.732,00;0,00;1.246,00;0,00;
;;;;8,00;;0,00;8;;;;;;;
DATA;TURNO;RESP TURNO;PROGRAMAÇÃO;ROTA;MEDIDA;PLANEJADO;Executado;PERCENTUAL REALIZADO;PENDENCIAS;VOLUME FATURADO;TRANSPORTADFORA;FATURAMENTO;EMBARQUE;Coluna2
27/08/2026;C;ADIB;FM ;SIENA;TONS ;19.422,00;19.422,00;100%;;19422;SPEEDY;REALIZADO;REALIZADO;CARGA SEPARADA FATURADA CARREGADA E LIBERADA
27/08/2026;C;ADIB;GM ;CASA DA PANIFICAÇÃO;TONS ;10.298,00;10.298,00;100%;;10298;PROPRIO;REALIZADO;REALIZADO;CARGA SEPARADA FATURADA CARREGADA E LIBERADA
27/08/2026;C;ADIB;GRANEL ;PANDURATA;TONS ;26.840,00;26.840,00;100%;;26840;JSL;REALIZADO;REALIZADO;CARREGADO FATURADO E LIBERADO 
27/08/2026;C;ADIB;GM ;CROSS LOGGIO ;TONS ;11.491,00;11.941,00;104%;-450,00;11941;LOGGIO;PENDENTE;PENDENTE;FINALIZAR SEPARAÇÃO
27/08/2026;C;ADIB;FOB;ESPECIARYA IND;TONS ;3.352,00;3.352,00;100%;;3352;PROPRIO;REALIZADO;REALIZADO;SEPARADO 
27/08/2026;C;ADIB;FOB;CHOCOLATES ORION;TONS;963,00;963,00;100%;;963;PROPRIO;REALIZADO;REALIZADO;CARREGADO E LIBERADO
27/08/2026;C;ADIB;GM ;SMARTLOG ;TONS ;23.047,00;23.047,00;100%;;;;;;
27/08/2026;C;ADIB;CACAU;CACAU;TONS ;9.000,00;9.000,00;100%;;9000;PRÓPRIO;;;
27/08/2026;C;ADIB;GM ;RIBERFOOFS;TONS ;2.907,00;2.907,00;100%;;;;;;
27/08/2026;C;ADIB;GM ;DISTRIB IMPORTADORA;TONS ;11.844,00;;;;;;;;
27/08/2026;C;ADIB;FOB;RFC;TONS ;17.870,00;;;;;;;;
27/08/2026;D;VINICIUS;BR15;ALIMENTOS S.A;TONS;2.602,25;2.602,25;100%;;2.602,25;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
27/08/2026;D;VINICIUS;FLOOR;MOVIMENTAÇÃO;PAL;117,00;117,00;100%;;;;;;DEMANDA ZERADA
27/08/2026;D;VINICIUS;FOB;DISTRIBUIDORA E IMPORTADORA;TONS;11.633,89;11.633,89;100%;;11.633,89;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
27/08/2026;D;VINICIUS;BR15;VOGLIADI;TONS;2.489,00;2.489,00;100%;;2.489,00;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
27/08/2026;D;VINICIUS;FOB;RFC;TONS;16.531,20;16.531,20;100%;;16.531,20;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
27/08/2026;D;VINICIUS;FM ;PANDURATA;TONS;26.000,00;26.000,00;100%;;26.000,00;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
27/08/2026;D;VINICIUS;GM ;MACPAN ;TONS;22.470,34;22.470,34;100%;;22.470,34;;REALIZADO;PENDENTE;AGUARDANDO COLETA
27/08/2026;D;VINICIUS;FOB;COMERCIAL ATACADISTA ALVE;TONS;9.735,42;9.735,42;100%;;9.735,42;;REALIZADO;PENDENTE;AGUARDANDO COLETA
27/08/2026;D;VINICIUS;FM ;RIBERFOOFS;TONS;2.686,60;2.686,60;100%;;2686,6;;REALIZADO;PENDENTE;AGUARDANDO COLETA
27/08/2026;D;VINICIUS;GM ;CROSS 13 - D2;TONS;16.009,00;16.009,00;100%;;;;PENDENTE;PENDENTE;SEPARADO / PENDENTE CONFERÊNCIA BARRY
28/08/2026;C;ADIB;FOB;SVP;TONS ;1.866,00;1.866,00;100%;;1866;;REALIZADO;PENDENTE;AGUARDANDO CARRO
28/08/2026;C;ADIB;FOB;LOJA DOCE;TONS ;6.382,00;6.382,00;100%;;6382;;REALIZADO;PENDENTE;AGUARDANDO CARRO
28/08/2026;C;ADIB;GM ;CROSS 13 - D2;TONS;16.009,00;16.009,00;100%;;16002;;REALIZADO;PENDENTE;REALIZAMOS A CONFERENCIA - CARGA REMONTADA AGUARDANDO CARRO
28/08/2026;C;ADIB;GM ;MIX TUDO ( ES );TONS;15.942,00;15.942,00;100%;;15942;;REALIZADO;PENDENTE;CARRO 1 ( ROTA C.OESTE ) FATURADO - AGUARDANDO CARRO
28/08/2026;C;ADIB;GM ;CROSS ( ES /NORTE );TONS ;16.044,00;16.044,00;100%;;16044;;REALIZADO;PENDENTE;CARRO 2 ( ROTA C.OESTE ) CROSS - AGUARDANDO CARRO
28/08/2026;C;ADIB;BR15;CACAU;TONS ;12.659,00;12.659,00;100%;;12659;;REALIZADO;PARCIAL;AGUARDANDO CARROS
28/08/2026;C;ADIB;FM ;PANDURATA;TONS ;28.054,00;28.054,00;100%;;28054;;REALIZADO;REALIZADO;SEPARADO CARREGADO E LIBERADO
28/08/2026;C;ADIB;FOB;BRAZALMEIDA;TONS ;12.082,00;12.082,00;100%;;;;PENDENTE;PENDENTE;FALTA FATURAR
28/08/2026;C;ADIB;FOB;RFC;TONS ;22.010,00;22.010,00;100%;;22010;;REALIZADO;PARCIAL;FINALIZARCARREGAMENTO
28/08/2026;C;ADIB;GRANEL ;PANDURTA;TONS ;27.170,00;27.170,00;100%;;27170;;REALIZADO;REALIZADO;FATURADO - FALTA MOTORISTA RETIRAR DOCUMENTOS 
28/08/2026;C;ADIB;GM ;CROSS CARRO3 C.OESTE;TONS ;20.140,00;20.140,00;100%;;20.140,00;;REALIZADO;PENDENTE;AGUARDANDO COLETA
28/08/2026;D;VINICIUS;GM ;SMARTLOG AGENDADAS 31/08;TONS ;10.116,76;6.691,86;66%;3.424,90;;;PENDENTE;PENDENTE;FINALIZAR SEPARAÇÃO
28/08/2026;D;VINICIUS;FM ;PANDURATA;TONS;69.056,50;69.056,50;100%;;69.056,50;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
28/08/2026;D;VINICIUS;FM ;MARILAN;TONS;11.329,00;11.329,00;100%;;11.329,00;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
28/08/2026;D;VINICIUS;BR15;Q.ALIMENTARE;TONS;3.200,00;3.200,00;100%;;3.200,00;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
28/08/2026;D;VINICIUS;FOB;BRAZALMEIDA;TONS;1.572,20;1.572,20;100%;;1.572,20;;PENDENTE;PENDENTE;AGUARDANDO COLETA
28/08/2026;D;VINICIUS;FOB;PRODUPAN;TONS;13.522,52;13.522,52;100%;;13.522,52;;PENDENTE;PENDENTE;AGUARDANDO COLETA
28/08/2026;D;VINICIUS;FOB;CASA DA PANIFICAÇÃO;TONS;5.278,40;5.278,40;100%;;5.278,40;;PENDENTE;PENDENTE;AGUARDANDO COLETA
28/08/2026;D;VINICIUS;FOB;CUNHAPAN;TONS;5.496,37;5.496,37;100%;;5.496,37;;PENDENTE;PENDENTE;AGUARDANDO COLETA
28/08/2026;D;VINICIUS;FOB;RFC;TONS;20.240,89;20.240,89;100%;;20.240,89;;REALIZADO;REALIZADO;CARREGADO E LIBERADO
29/08/2026;A;TATIANE;FOB;CENTRO COMERCIAL;TONS;10.592,00;10.592,00;100%;;10.592,00;PRÓPRIO;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;FOB;RFC;TONS;16.455,00;16.455,00;100%;;16.455,00;PRÓPRIO;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;FOB;RFC;TONS;26.537,750;26.537,750;;;;PRÓPRIO;PENDENTE;PENDENTE;SEPRADO NA RUA 10 - CONFERIR E FATURAR
29/08/2026;A;TATIANE;FOB;DISTRIBUIDORA NORDESTINA;TONS;15.799,00;15.799,00;100%;;15.799,00;PRÓPRIO;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;FOB;FESTINHA;TONS;4.265,00;4.265,00;100%;;4.265,00;PRÓPRIO;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;FM ;BARION;TONS;12.439,00;12.439,00;100%;;12.739,00;SPEEDY;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;FM ;PANDURATA;TONS;22.805,00;22.805,00;100%;;22.805,00;SPEEDY;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;GM ;CROSS PR;TONS;23.750,00;;;;23.750,00;;;;
29/08/2026;A;TATIANE;GM ;AEGNDAS SP;TONS;2.957,00;2.957,00;100%;;2.957,00;SMART;PARCIAL;PARCIAL;
29/08/2026;A;TATIANE;FOB;BRAZALMEIDA;TONS ;10.508,00;10.508,00;100%;;10.508,00;PRÓPRIO;REALIZADO;REALIZADO;
29/08/2026;A;TATIANE;GM ;CROSS SC;TONS ;7.236,00;;;;7.236,00;RENOVAÇÃO;PENDENTE;PENDENTE;GERADO FALTA SEPARAR - AJUSTAR
29/08/2026;A;TATIANE;SEPARAÇÃO CACAU;SEP CACAU;TONS ;12.750,00;12.750,00;100%;;;;;;
29/08/2026;A;TATIANE;SEP TRANSF CACAU;SEP TRANSF CACAU;TONS ;24.000,00;24.000,00;100%;;;;;;
29/08/2026;A;TATIANE;FLOOR;FLOOR;TONS ;100,00;70,00;70%;;;;;;
29/08/2026;A;TATIANE;FM ;PANDURATA;TONS ;56.108,00;;;;;SPEEDY;PENDENTE;PENDENTE;GERADO FALTA SEPARAR
29/08/2026;B;THIAGO;FM ;pandurata;tons ;28.054,00;28.054,00;100%;;28.054,00;;;;
29/08/2026;B;THIAGO;fob;produpan;TONS ;16.606,00;16.606,00;100%;;16.606,00;;;;
29/08/2026;B;THIAGO;FOB;discamp;TONS;10.147,00;10.147,00;100%;;10147;;;;
29/08/2026;B;THIAGO;GM ;CROSS SC;TONS;8.139,00;8.139,00;100%;;8139;;;;
29/08/2026;B;THIAGO;FM ;IBAE;TONS ;28.054,00;28.054,00;100%;;28054;;;;
29/08/2026;B;THIAGO;FLOOR;;pal;73,00;73,00;100%;;;;;;
30/08/2026;A;TATIANE;SEPARAÇÃO CACAU;TRANSFERENCIA CACAU;TONS ;4.900,00;4.900,00;100%;;4.900,00;SMART;REALIZADO;REALIZADO;
30/08/2026;A;TATIANE;SEPARAÇÃO CACAU;CACAU;TONS ;2.500,00;2.500,00;100%;;290,00;SMART;PARCIAL;PARCIAL;
30/08/2026;A;TATIANE;FOB;DISCPAMP;TONS ;7.077,00;7.077,00;100%;;7.077,00;PRÓPRIO;REALIZADO;REALIZADO;
30/08/2026;A;TATIANE;FOB;CUNHAPAN;TONS ;8.322,00;8.322,00;100%;;8.322,00;PRÓPRIO;REALIZADO;REALIZADO;
30/08/2026;A;TATIANE;FOB;CUNHAPAN;TONS ;21.184,00;21.184,00;100%;;21.184,00;PRÓPRIO;REALIZADO;REALIZADO;
30/08/2026;A;TATIANE;FOB;TOP CAU;TONS ;314,00;314,00;100%;;314,00;PRÓPRIO;REALIZADO;REALIZADO;
30/08/2026;A;TATIANE;FM ;PANDURATA;TONS ;24.520,00;24.520,00;100%;;24.520,00;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;PANDURATA;TONS ;28.054,00;28.054,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;PANDURATA;TONS ;28.054,00;28.054,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;IBAE;TONS ;19.422,00;19.422,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;IBAE;TONS ;12.948,00;12.948,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;IBAE;TONS ;15.106,00;15.106,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;IBAE;TONS ;19.422,00;19.422,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;FM ;SIENA;TONS ;19.422,00;19.422,00;100%;;;SPEEDY;PENDENTE;PENDENTE;SEPARADO
30/08/2026;A;TATIANE;GM ;CROSS RS;TONS ;7.148,00;7.148,00;100%;;7.148,00;RENOVAÇÃO;PENDENTE;PENDENTE;FATURADO
30/08/2026;A;TATIANE;GRANEL;MAGUNUM;TONS ;10.000,00;10.000,00;100%;;;;PENDENTE;PENDENTE;FALTA TICKET PESAGEM
30/08/2026;A;TATIANE;FLOOR;FABRICA;PAL;80,00;78,00;98%;2,00;;;;;
30/08/2026;B;THIAGO;GM ;RJ;TONS ;23.463,00;23.463,00;100%;;;;;;
30/08/2026;B;THIAGO;FM ;NESTLE;TONS ;12.235,00;12.235,00;100%;;;;;;
30/08/2026;B;THIAGO;GM ;CROSS 19 LOGGIO;TONS ;19.477,00;19.477,00;100%;;;;;;
30/08/2026;B;THIAGO;fob;marcos artigos;TONS ;21.954,00;21.954,00;100%;;;;;;
30/08/2026;B;THIAGO;GM ;NORDESTE;TONS ;3.522,00;3.522,00;100%;;;;;;
30/08/2026;B;THIAGO;GM ;VIEL VIEL;TONS ;3.053,00;3.053,00;100%;;;;;;
30/08/2026;B;THIAGO;FLOOR;;PAL;99,00;98,00;99%;1,00;;;;;
31/08/2026;C;ADIB;GM ;STA;TONS ;21.954,00;21.954,00;100%;;;PROPRIO;FATURADO;PENDENTE;
31/08/2026;C;ADIB;GM ;MG / NORDESTE;TONS;13.540,00;13.540,00;100%;;;BORA;REALIZADO;;
31/08/2026;C;ADIB;FOB;MARCOS ARTGOS;TONS ;8.230,00;8.230,00;100%;;;PROPRIO;PENDENTE;PENDENTE;
31/08/2026;C;ADIB;FOB;COMERCIAL DISKPAN;TONS ;10.977,00;10.977,00;100%;;10977;PROPRIO;REALIZADO;REALIZADO;SEPARADO FATURADO - CARREGADO E LIBERADO 
31/08/2026;C;ADIB;GM ;AGENDADAS 01/09 - 02/09;TONS;11.310,00;11.310,00;100%;;;SMARTLOG;PARCIAL ;PENDENTE;FINALIZAR SEPARAÇÕES CONFERENCIAS E FATURAR
31/08/2026;C;ADIB;GM ;RETORNO OMEGA X;PAL;26,00;26,00;100%;;;;;;RETORNO CARGA OMEGA X 
31/08/2026;C;ADIB;FOB;RIBERFOODS;TONS ;21.954,00;21.954,00;100%;;21954;SPEEDY;REALIZADO;PENDENTE;SEPARADO FATURADO - CARRO NA DOCA PARA SER CARREGADO
31/08/2026;C;ADIB;GRANEL;PANDURATA;TONS ;26.410,00;26.410,00;100%;;26410;JSL;REALIZADO;REALIZADO;LIBERADO
31/08/2026;D;VINICIUS;FM ;NESTLÉ;TONS ;14.027,00;14.027,00;100%;;14.027,00;SPEEDY;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;FM ;PANDURATA;TONS;70.008,83;70.008,83;100%;;70.008,83;SPEEDY;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;FOB;AMERIPAN;TONS;9.457,25;9.457,25;100%;;9.457,25;SMARTLOG;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;FOB;DISSUL;TONS;5.020,79;5.020,79;100%;;5.020,79;PRÓPRIO;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;FOB;LUZIA MEIRE;TONS;11.469,40;11.469,40;100%;;11.469,40;FIRMEZA;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;FOB;MARCOS ARTIGOS;TONS;6.957,56;6.957,56;100%;;6.957,56;BOING TRANS;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;GM ;CHOCK DOCE;TONS;17.845,37;17.845,37;100%;;17.845,37;SMARTLOG;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;GM ;COMERCIAL TATENO;TONS;13.152,64;13.152,64;100%;;13.152,64;SMARTLOG;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;GM ;PLATLOG;TONS ;3.151,87;3.151,87;100%;;3.151,87;SMARTLOG;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
31/08/2026;D;VINICIUS;FM ;STA;TONS ;21.184,24;21.184,24;100%;;21.184,24;SPEEDY;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
06/09/2026;B;THIAGO;FM ;capriche ;TONS ;7.000,00;7.000,00;100%;;;;;;
09/07/2026;A;TATIANE;FM ;PANDURATA;TONS ;24.620,00;24.620,00;100%;;;SPEEDY;PENDENTE;PENDENTE;MOTORISTA KAUE NA DOCA
09/07/2026;A;TATIANE;FM ;GRANEL - FRONERI;TONS ;24.000,00;23.700,00;99%;300,00;23.700,00;JSL;REALIZADO;REALIZADO;
09/07/2026;A;TATIANE;FM ;PANDURATA;TONS ;24.620,00;24.620,00;100%;;24.620,00;SPEEDY;REALIZADO;PENDENTE;MOTORISTA KAUE NA DOCA
09/07/2026;A;TATIANE;FM ;GRANEL - PANDURATA;TONS ;26.000,00;27.100,00;104%;-1.100,00;;JSL;PENDENTE;REALIZADO;DEPENDE DO FINANCEIRO
09/07/2026;A;TATIANE;FLOOR;FABRICA;PAL;130,00;124,00;95%;6,00;;;;;DEPENDE DO FINANCEIRO
09/07/2026;A;TATIANE;CACAU;SEPARAÇÃO;TONS ;19.671,00;19.671,00;100%;;19.671,00;SMARTLOG;REALIZADO;PENDENTE;
07/09/2026;B;THIAGO;FM ;m dias;TONS;17.220,00;17.220,00;100%;;;;;;
07/09/2026;B;THIAGO;FM ;pandurata;TONS;20.732,00;20.732,00;100%;;;;;;
07/09/2026;B;THIAGO;GRANEL;GRANEL - PANDURATA;TONS;27.100,00;27.100,00;100%;;;;;;
08/09/2026;C;ADIB;CACAU ;CACAU BR15;TONS;10.700,00;10.700,00;100%;;;;;;
08/09/2026;C;ADIB;GRANEL;PANDURATA;TONS ;27.100,00;27.100,00;100%;;27100;JSL;REALIZADO;REALIZADO;FATURADO E LIBERADO
09/08/2026;d;VINICIUS;GM;SUL - PR / SC;TONS ;22.724,00;18.836,00;83%;3.888,00;18836;RENOVAÇÃO;PARCIAL;PENDENTE;PR / SC FATURADO | RS SEPARADO PARCIAL
09/08/2026;d;VINICIUS;FM;TOC MIX;TONS;26.775,00;26.775,00;100%;;26.775,00;PRÓPRIO;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
09/08/2026;d;VINICIUS;FM;EXPORTAÇÃO;TONS;25.896,00;25.896,00;100%;;25.896,00;ARCELOG;REALIZADO;PENDENTE;NOTAS EM RAIO
09/09/2026;C;ADIB;GM;SUL RS;TONS ;13.487,00;13.487,00;100%;;13487;RENOVAÇÃO;REALIZADO;REALIZADO;CARREGADO 
09/09/2026;C;ADIB;FM;EXPRESSO RENOVAÇÃO;TONS ;20.156,00;20.156,00;100%;;20156;;REALIZADO;PENDENTE;AGUARDANDO CARRO
09/09/2026;C;ADIB;FOB;COM DISKPAN;TONS ;25.484,00;25.484,00;100%;;25484;PROPRIO;REALIZADO;REALIZADO;CARREGADO
09/09/2026;C;ADIB;GRANEL ;PANDURATA;TONS ;28.160,00;28.160,00;100%;;280160;JSL;REALIZADO;REALIZADO;FATURADO E LIBERADO
09/09/2026;C;ADIB;GRANEL ;UNILEVER;TONS ;12.800,00;12.800,00;100%;;12800;JSL;REALIZADO;REALIZADO;CARREGADO E LIBERADO
09/09/2026;D;VINICIUS;GM;SUL PR / SC ;;;;;;;;;;EMBARCADO E LIBERADO
09/09/2026;D;VINICIUS;GM;SMART;TONS ;3.554,19;3.554,19;100%;;3.554,19;SMART;REALIZADO;PENDENTE;AGUARDANDO COLETA
09/09/2026;D;VINICIUS;GM;MG;TONS ;12.920,00;10.409,90;81%;2.510,10;;;PENDENTE;PENDENTE;PENDENTE FINALIZAR SEPARAÇÃO
09/09/2026;D;VINICIUS;GM;NORDESTE;TONS ;4.586,00;4.586,00;100%;;;;PENDENTE;PENDENTE;PENDENTE CONFERÊNCIA E FATURAMENTO
09/09/2026;D;VINICIUS;GM;RFC;TONS ;7.623,62;7.623,62;100%;;7.623,62;FIRMEZA;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
09/09/2026;D;VINICIUS;FM;PANDURATA;TONS ;23.562,00;23.562,00;100%;;23.562,00;SPEEDY;REALIZADO;REALIZADO;EMBARCADO E LIBERADO
10/09/2026;A;TATIANE;GM;MINAS/BA;TONS ;17.507,00;2.510,10;100%;;12.920,00;BORA;PARCIAL;PENDENTE;FATURAR NORDESTE
10/09/2026;A;TATIANE;GM;NORTE;TONS ;23.093,00;23.093,00;100%;;;TAFF;PENDENTE;PENDENTE;CONFERIR E FATURAR
10/09/2026;A;TATIANE;AGENDA SP;SP 12/09;TONS ;10.850,00;10.850,00;100%;;10.850,00;SMART;REALIZADO;PENDENTE;
10/09/2026;A;TATIANE;CACAU ;SEPARAÇÃO;TONS ;19.108,00;19.108,00;100%;;19.108,00;SMART;REALIZADO;PENDENTE;
10/09/2026;A;TATIANE;FOB;SBB;TONS ;2.508,000;2.508,000;;;;PROPRIO;PENDENTE;PENDENTE;
10/09/2026;A;TATIANE;GRANEL ;PANDURATA;TONS ;26.000,00;27.500,00;106%;;27.500,00;JSL;REALIZADO;REALIZADO;
10/09/2026;A;TATIANE;GRANEL ;MAGUNUM;TONS ;10.000,00;10.000,00;100%;;;JSL;PENDENTE;REALIZADO;
10/09/2026;A;TATIANE;FLOOR;;TONS ;80,00;75,00;94%;5,00;;;;;
10/09/2026;A;TATIANE;ABASTECIMENTO;NORTE;PAL;12,00;12,00;100%;;;;;;
10/09/2026;B;THIAGO;GM;CO/ES;TONS ;21.793,00;21.793,00;100%;;;TAFF;;;GERADO PARCIAL
10/09/2026;B;THIAGO;GM;MAHEL;TONS;6.711,00;6.711,00;100%;;;;;;
10/09/2026;B;THIAGO;GM;FESTINHA;TONS;4.453,00;4.453,00;100%;;;;;;
10/09/2026;B;THIAGO;ABASTECIMENTO;;PAL;7,00;7,00;100%;;;;;;
10/09/2026;B;THIAGO;FLOOR;PRODUÇÃO;PAL;62,00;62,00;100%;;;;;;
10/09/2026;B;THIAGO;FM;PANDURATA;TONS;28.054,00;28.054,00;100%;;;;;;
11/09/2026;A;TATIANE;GM;CARRO 03 CO/ES/NO;TONS ;9.924,00;;;;7.000,00;;;;
11/09/2026;A;TATIANE;GM;SP AGENDAS 14/09 E DIRETOS;TONS ;23.063,00;23.063,00;100%;;29.939,00;SMART;PARCIAL;PARCIAL;
11/09/2026;A;TATIANE;FOB;SBB;TONS ;2.446,00;;;;2.446,00;PRÓPRIO;REALIZADO;REALIZADO;
11/09/2026;A;TATIANE;FOB;MAHEL;TONS ;6.965,00;;;;6.965,00;PRÓPRIO;REALIZADO;REALIZADO;
11/09/2026;A;TATIANE;FM;PANDURATA;TONS ;28.054,00;;;;28.054,00;SPEEDY;REALIZADO;REALIZADO;
11/09/2026;A;TATIANE;CACAU ;SEPARAÇÃO;TONS ;12.672,00;12.672,00;100%;;9.672,00;SMART;PARCIAL;PENDENTE;FALTA FATURAR CLIENTE INP - PRIORIDADE - CONFERIR E FATURAR
11/09/2026;A;TATIANE;FLOOR;FABRICA;PAL;85,00;75,00;88%;10,00;;;;;
11/09/2026;B;THIAGO;FOB;PRODUPAN/CUNHAPAN/CS PAN;TONS ;9.108,00;9.108,00;100%;;;;;;
11/09/2026;B;THIAGO;floor  / cacau;armazenamento;PAL;198,00;198,00;100%;;;;;;
11/09/2026;B;THIAGO;ABASTECIMENTO;;PAL;21,00;21,00;100%;;;;;;
11/09/2026;B;THIAGO;GM;SP;TONS;12.360,00;12.360,00;100%;;;;;;
12/09/2026;C;ADIB;GRANEL;FRONERI;TONS;14.350,00;14.350,00;100%;;14.350,00;JSL;REALIZADO;;FATURADO E LIBERADO
12/09/2026;C;ADIB;GM;SMT001 INT;TONS ;732,00;732,00;100%;;732,00;SMARLOG;REALIZADO;PENDENTE;
12/09/2026;C;ADIB;GM;SMT004 INT;TONS;2.823,00;2.823,00;100%;;2.823,00;SMARTLOG;REALIZADO;PENDENTE;
12/09/2026;C;ADIB;GM;AGENDADAS 15/09;TONS ;14.277,00;14.277,00;100%;;0,00;SMARLOG;PENDENTE;PENDENTE;FATURAR DIA 15/09
12/09/2026;C;ADIB;FM;NESTLÉ;TONS ;10.790,00;10.790,00;100%;;0;SPEEDYLOG;PENDENTE;PENDENTE;FATURAR DIA 14/09
12/09/2026;C;ADIB;GM;AGENDADAS 16/09;TONS ;4.135,00;4.135,00;100%;;0;SMARTLOG;PENDENTE;PENDENTE;FATURAR DIA 16/09
12/09/2026;C;ADIB;CACAU ;RECEBIMENTO CACAU;PAL;24,00;24,00;100%;;;TIO CARLO;;;CARGA RECEBIDA E ARMAZENADA
12/09/2026;C;ADIB;GM;SMARTLOG DIRETAS 15/09;TONS;22.903,00;19.806,00;86%;3.097,00;;SMARTLOG;PARCIAL;;FALTA SEPARAR CARROS SMT04 / SMT06 /SMT09
12/09/2026;D;VINICIUS;GM;AGENDADAS 16/09;TONS;43.986,45;43.986,45;100%;;;SMARTLOG;PENDENTE;PENDENTE;AG. FATURAMENTO
12/09/2026;D;VINICIUS;GM;AGENDADAS 17/09;TONS;19.939,92;19.939,92;100%;;;SMARTLOG;PENDENTE;PENDENTE;AG. FATURAMENTO
12/09/2026;D;VINICIUS;GM;AGENDADAS 21/09;TONS;3.209,96;3.209,96;100%;;;SMARTLOG;PENDENTE;PENDENTE;AG. FATURAMENTO
12/09/2026;D;VINICIUS;GM;SMT0001DI;TONS;2.361,25;2.361,25;100%;;2.361,25;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0002DI;TONS;620,80;620,80;100%;;620,80;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0002INT;TONS;1.787,34;1.787,34;100%;;1.787,34;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0003DI;TONS;1.095,66;1.095,66;100%;;1.095,66;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0003INT;TONS;1.823,15;1.823,15;100%;;1.823,15;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0004DI;TONS;3.121,48;3.121,48;100%;;3.121,48;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0005DI;TONS;2.310,51;2.310,51;100%;;2.310,51;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0006DI;TONS;825,52;825,52;100%;;825,52;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
12/09/2026;D;VINICIUS;GM;SMT0007DI;TONS;1.798,62;1.798,62;100%;;1.798,62;SMARTLOG;REALIZADO;PENDENTE;AGUARDANDO COLETA
